Recipe Title,Recipe URL,Recipe Video,Most_Accurate_Cutlery,Most_Occurring_Cutlery,Last_Detected_Cutlery,All_Cutlery,Most_Accurate_Container,Most_Occurring_Container,Last_Detected_Container,All_Containers,Most_Accurate_Glass,Most_Occurring_Glass,Last_Detected_Glass,All_Glasses,Potential Foods,Other detections
Strawberries And Cream Soufflé,https://tasty.co/recipe/strawberries-and-cream-souffle,245.0,"[{'Cutlery': 'fork', 'Accuracy': 67}]","[{'Cutlery': 'fork', 'Occurrence': 20, 'Average Accuracy': 52.9}]","{'Cutlery': 'fork', 'Accuracy': 49}","{'fork': {'Top Accuracy': 67, 'Occurrence': 20}}","{'Container': 'bowl', 'Accuracy': 54}","[{'Container': 'bowl', 'Occurrence': 9, 'Average Accuracy': 53.666666666666664}]","{'Container': 'bowl', 'Accuracy': 54}","{'bowl': {'Top Accuracy': 54, 'Occurrence': 9}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'donut': {'Top Accuracy': 58, 'Occurrences': 9}}","{'cell phone': [48], 'remote': [49, 49, 49, 49], 'teddy bear': [51, 49, 50, 50, 50, 50, 50, 50, 50]}"
How To Make A Croquembouche (Cream Puff Tower),https://tasty.co/recipe/croquembouche,247.0,"[{'Cutlery': None, 'Accuracy': -1}]","[{'Cutlery': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Container': None, 'Accuracy': -1}","[{'Container': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Glass': 'cup', 'Accuracy': 48}","[{'Glass': 'cup', 'Occurrence': 1, 'Average Accuracy': 48.0}]","{'Glass': 'cup', 'Accuracy': 48}","{'cup': {'Top Accuracy': 48, 'Occurrence': 1}}","{'cake': {'Top Accuracy': 50, 'Occurrences': 5}}","{'motorcycle': [47, 49, 58, 50, 50, 56, 65, 50, 54, 62, 51, 54, 54, 51], 'oven': [49], 'tv': [54, 50], 'silicone-spatula': [48], 'turner': [48, 52, 48, 50, 48, 50, 47, 49, 49, 48, 49], 'laptop': [52], 'pinch-bowl': [48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 47, 47, 47, 47, 47, 47, 47, 47, 47]}"
Classic Glazed Donuts,https://tasty.co/recipe/classic-glazed-donuts,251.0,"[{'Cutlery': 'person', 'Accuracy': 57}]","[{'Cutlery': 'person', 'Occurrence': 10, 'Average Accuracy': 53.3}]","{'Cutlery': 'person', 'Accuracy': 52}","{'person': {'Top Accuracy': 57, 'Occurrence': 10}}","{'Container': 'plate', 'Accuracy': 48}","[{'Container': 'plate', 'Occurrence': 2, 'Average Accuracy': 48.0}]","{'Container': 'plate', 'Accuracy': 48}","{'plate': {'Top Accuracy': 48, 'Occurrence': 2}}","{'Glass': 'cup', 'Accuracy': 53}","[{'Glass': 'cup', 'Occurrence': 1, 'Average Accuracy': 53.0}]","{'Glass': 'cup', 'Accuracy': 53}","{'cup': {'Top Accuracy': 53, 'Occurrence': 1}}","{'apple': {'Top Accuracy': 56, 'Occurrences': 9}, 'donut': {'Top Accuracy': 70, 'Occurrences': 25}, 'cake': {'Top Accuracy': 50, 'Occurrences': 1}}","{'silicone-spatula': [48], 'food-container': [49, 49, 47]}"
"Watermelon ""Poke"" Bowl",https://tasty.co/recipe/watermelon-poke-bowl,258.0,"[{'Cutlery': 'fork', 'Accuracy': 67}]","[{'Cutlery': 'fork', 'Occurrence': 19, 'Average Accuracy': 52.73684210526316}]","{'Cutlery': 'fork', 'Accuracy': 56}","{'person': {'Top Accuracy': 53, 'Occurrence': 4}, 'fork': {'Top Accuracy': 67, 'Occurrence': 19}}","{'Container': 'bowl', 'Accuracy': 53}","[{'Container': 'bowl', 'Occurrence': 1, 'Average Accuracy': 53.0}]","{'Container': 'bowl', 'Accuracy': 53}","{'bowl': {'Top Accuracy': 53, 'Occurrence': 1}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},{},"{'turner': [48, 50, 52, 52, 53, 53, 52, 56, 65, 49, 50], 'silicone-spatula': [48, 55], 'elephant': [48], 'teddy bear': [47, 47, 47], 'vase': [56, 50], 'kite': [54, 49], 'measuring-cup': [62, 51, 47], 'tennis racket': [47, 57, 48], 'tongs': [50], 'cell phone': [47, 50], 'remote': [48, 47, 48, 48, 48]}"
Gardenscape Focaccia,https://tasty.co/recipe/gardenscape-focaccia,256.0,"[{'Cutlery': None, 'Accuracy': -1}]","[{'Cutlery': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Container': 'bowl', 'Accuracy': 65}","[{'Container': 'bowl', 'Occurrence': 23, 'Average Accuracy': 53.26086956521739}]","{'Container': 'bowl', 'Accuracy': 55}","{'bowl': {'Top Accuracy': 65, 'Occurrence': 23}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 60, 'Occurrences': 15}, 'donut': {'Top Accuracy': 61, 'Occurrences': 3}}","{'whisk': [54, 53, 54, 49], 'pinch-bowl': [47, 47, 49, 47, 48], 'bed': [54, 50, 49, 48], 'turner': [47], 'wooden-spatula': [56, 56], 'tv': [47], 'sieve': [49, 48, 50, 55, 55, 53, 53, 53], 'teddy bear': [48, 48]}"
Watermelon Cucumber Cooler,https://tasty.co/recipe/watermelon-cucumber-cooler,254.0,"[{'Cutlery': 'fork', 'Accuracy': 67}]","[{'Cutlery': 'fork', 'Occurrence': 20, 'Average Accuracy': 52.75}]","{'Cutlery': 'fork', 'Accuracy': 49}","{'person': {'Top Accuracy': 54, 'Occurrence': 3}, 'fork': {'Top Accuracy': 67, 'Occurrence': 20}}","{'Container': 'bowl', 'Accuracy': 52}","[{'Container': 'bowl', 'Occurrence': 2, 'Average Accuracy': 50.0}]","{'Container': 'bowl', 'Accuracy': 48}","{'bowl': {'Top Accuracy': 52, 'Occurrence': 2}}","{'Glass': 'cup', 'Accuracy': 73}","[{'Glass': 'cup', 'Occurrence': 12, 'Average Accuracy': 68.91666666666667}]","{'Glass': 'cup', 'Accuracy': 73}","{'cup': {'Top Accuracy': 73, 'Occurrence': 12}}",{},"{'measuring-cup': [47, 62, 51], 'kite': [52, 51], 'vase': [50, 51], 'peeler': [48], 'tennis racket': [55], 'tongs': [51], 'cell phone': [50], 'remote': [48, 50, 50, 50]}"
Easy Fried Beef Dumplings (Gyoza),https://tasty.co/recipe/easy-fried-beef-dumplings-gyoza,265.0,"[{'Cutlery': 'knife', 'Accuracy': 50}]","[{'Cutlery': 'person', 'Occurrence': 3, 'Average Accuracy': 48.666666666666664}]","{'Cutlery': 'person', 'Accuracy': 48}","{'knife': {'Top Accuracy': 50, 'Occurrence': 1}, 'person': {'Top Accuracy': 50, 'Occurrence': 3}}","{'Container': 'bowl', 'Accuracy': 69}","[{'Container': 'bowl', 'Occurrence': 14, 'Average Accuracy': 56.92857142857143}]","{'Container': 'bowl', 'Accuracy': 49}","{'bowl': {'Top Accuracy': 69, 'Occurrence': 14}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},{},"{'stop sign': [47, 55], 'parking meter': [54], 'toothbrush': [48, 49, 52, 49, 61], 'frisbee': [49, 51, 49, 50, 51, 53], 'surfboard': [47, 67, 49], 'whisk': [48, 59, 48, 50, 55, 57, 64, 54, 68, 66], 'snowboard': [55], 'silicone-spatula': [57, 51], 'scissors': [48], 'skateboard': [55], 'bird': [55, 66, 51, 71, 60, 65, 59, 62, 50, 56, 54, 55, 58, 53, 57], 'turner': [50, 55], 'sieve': [48, 56, 49], 'dining table': [51, 51, 52, 53, 54, 57, 55, 54, 55, 54, 53, 57, 51, 52, 54, 53, 53, 53, 55, 53, 54, 53, 50, 54, 53, 52, 49, 59, 54, 55, 53, 55], 'teddy bear': [51]}"
Peri Peri Chicken Feast,https://tasty.co/recipe/peri-peri-chicken-feast,262.0,"[{'Cutlery': 'person', 'Accuracy': 69}, {'Cutlery': 'fork', 'Accuracy': 65}]","[{'Cutlery': 'person', 'Occurrence': 18, 'Average Accuracy': 53.77777777777778}]","{'Cutlery': 'person', 'Accuracy': 60}","{'fork': {'Top Accuracy': 65, 'Occurrence': 4}, 'person': {'Top Accuracy': 69, 'Occurrence': 18}}","{'Container': 'bowl', 'Accuracy': 79}","[{'Container': 'bowl', 'Occurrence': 88, 'Average Accuracy': 64.82954545454545}]","{'Container': 'bowl', 'Accuracy': 65}","{'bowl': {'Top Accuracy': 79, 'Occurrence': 88}}","{'Glass': 'wine glass', 'Accuracy': 60}","[{'Glass': 'wine glass', 'Occurrence': 1, 'Average Accuracy': 60.0}]","{'Glass': 'wine glass', 'Accuracy': 60}","{'wine glass': {'Top Accuracy': 60, 'Occurrence': 1}}","{'cake': {'Top Accuracy': 57, 'Occurrences': 11}}","{'bird': [48], 'silicone-spatula': [49], 'sieve': [52, 47, 48, 50, 48, 50, 53, 55, 54, 53, 54, 53, 52, 50, 53, 54, 48, 51, 51, 58, 51]}"
Orange Chicken (Inspired By Panda Express),https://tasty.co/recipe/orange-chicken-inspired-by-panda-express,264.0,"[{'Cutlery': 'spoon', 'Accuracy': 51}]","[{'Cutlery': 'spoon', 'Occurrence': 1, 'Average Accuracy': 51.0}]","{'Cutlery': 'spoon', 'Accuracy': 51}","{'spoon': {'Top Accuracy': 51, 'Occurrence': 1}}","{'Container': 'bowl', 'Accuracy': 65}","[{'Container': 'bowl', 'Occurrence': 71, 'Average Accuracy': 51.88732394366197}]","{'Container': 'plate', 'Accuracy': 57}","{'bowl': {'Top Accuracy': 65, 'Occurrence': 71}, 'plate': {'Top Accuracy': 57, 'Occurrence': 11}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'broccoli': {'Top Accuracy': 49, 'Occurrences': 1}, 'cake': {'Top Accuracy': 50, 'Occurrences': 1}}","{'pan': [94, 94, 85, 97, 96, 96, 97, 95, 97, 97, 97, 97, 90, 97, 97, 97, 97, 97, 96, 96, 96, 95, 96, 95, 97, 96, 95, 97, 96, 94, 96, 95, 97, 96, 97, 96, 96, 95, 95, 95, 92, 97, 96, 93, 96, 96, 96, 97, 97, 96, 93, 91, 92, 92, 91, 92, 91, 91, 92, 93, 91, 92, 90, 87, 84, 88, 86, 87, 84, 84, 97, 97, 94, 94, 95, 96, 97, 96, 95, 96, 96, 96, 96, 96, 96, 96, 95, 96, 96, 97, 95, 93, 95, 96, 96, 97, 90, 93, 95, 95, 93, 97, 91, 94, 95, 95, 95, 96, 97, 96, 96, 95, 95, 97, 97, 97, 97, 97, 97, 97, 97, 97, 97], 'skimmer': [60, 55, 53, 48, 61, 52, 48], 'turner': [58, 51, 51, 66, 50, 58, 50, 51, 55, 60, 48, 63, 66, 48, 49, 59, 51, 65, 52, 67, 60, 49], 'tongs': [50, 51], 'pinch-bowl': [57, 63, 56, 58, 65, 78], 'sink': [53], 'silicone-spatula': [48]}"
Beer-battered Onion Rings By Martha Stewart,https://tasty.co/recipe/beer-battered-onion-rings-by-martha-stewart,266.0,"[{'Cutlery': 'person', 'Accuracy': 93}]","[{'Cutlery': 'person', 'Occurrence': 63, 'Average Accuracy': 88.92063492063492}]","{'Cutlery': 'person', 'Accuracy': 89}","{'person': {'Top Accuracy': 93, 'Occurrence': 63}, 'spoon': {'Top Accuracy': 48, 'Occurrence': 17}}","{'Container': 'bowl', 'Accuracy': 74}","[{'Container': 'bowl', 'Occurrence': 164, 'Average Accuracy': 56.573170731707314}]","{'Container': 'bowl', 'Accuracy': 48}","{'bowl': {'Top Accuracy': 74, 'Occurrence': 164}}","{'Glass': 'cup', 'Accuracy': 57}","[{'Glass': 'cup', 'Occurrence': 62, 'Average Accuracy': 54.0}]","{'Glass': 'cup', 'Accuracy': 52}","{'cup': {'Top Accuracy': 57, 'Occurrence': 62}}",{},"{'baking-sheet': [67, 77, 65, 66, 73, 73, 76, 77, 77, 77, 77, 77, 77, 69, 73, 77, 78, 77, 76, 77, 78, 78, 49, 74, 72, 69, 71, 70, 73, 70, 70, 72, 72, 73, 74, 75, 75, 73, 70, 67, 69, 74, 75, 75, 75, 73, 73, 67, 67, 72, 75, 75, 75, 77, 78, 76, 73, 77, 77, 75, 74, 74, 73, 73, 74, 74, 73, 72, 73, 74, 74, 74, 74, 74, 74, 74, 74, 72, 73, 71, 71, 72, 73, 70, 69, 70, 78, 75, 76], 'food-container': [47, 56, 54, 50, 50, 49, 50, 50, 51, 51, 54, 50, 51, 48, 49, 49, 48, 53, 53, 50, 49, 49, 49], 'scissors': [63, 56, 52, 54, 48, 57, 57, 47, 51, 50, 52, 52, 51, 58, 48, 54, 51, 53, 51, 57, 55, 72, 60, 52, 51, 55, 51, 49, 53, 49, 51, 58, 55, 59, 55, 60, 54, 63, 54, 61, 53, 58, 52, 60, 52, 53, 51, 47, 54, 50, 51, 49, 48, 48, 50, 61, 54, 59, 60, 57, 50], 'baking-rack': [50, 48, 48, 49], 'laptop': [49], 'baking-dish': [54, 50], 'tongs': [65], 'pinch-bowl': [47], 'oven-glove': [56], 'silicone-spatula': [49], 'tie': [54]}"
Wolfgang Puck’s Tomato Risotto With Shrimp,https://tasty.co/recipe/wolfgang-pucks-tomato-risotto-with-shrimp,263.0,"[{'Cutlery': 'fork', 'Accuracy': 67}]","[{'Cutlery': 'fork', 'Occurrence': 20, 'Average Accuracy': 52.35}]","{'Cutlery': 'fork', 'Accuracy': 49}","{'fork': {'Top Accuracy': 67, 'Occurrence': 20}}","{'Container': 'bowl', 'Accuracy': 53}","[{'Container': 'bowl', 'Occurrence': 4, 'Average Accuracy': 53.0}]","{'Container': 'bowl', 'Accuracy': 53}","{'bowl': {'Top Accuracy': 53, 'Occurrence': 4}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'donut': {'Top Accuracy': 56, 'Occurrences': 4}}","{'remote': [49, 47]}"
Cauliflower Shrimp Fried Rice,https://tasty.co/recipe/cauliflower-shrimp-fried-rice,271.0,"[{'Cutlery': 'person', 'Accuracy': 65}, {'Cutlery': 'fork', 'Accuracy': 59}]","[{'Cutlery': 'fork', 'Occurrence': 7, 'Average Accuracy': 54.42857142857143}]","{'Cutlery': 'fork', 'Accuracy': 54}","{'person': {'Top Accuracy': 65, 'Occurrence': 6}, 'spoon': {'Top Accuracy': 49, 'Occurrence': 1}, 'fork': {'Top Accuracy': 59, 'Occurrence': 7}}","{'Container': 'bowl', 'Accuracy': 76}","[{'Container': 'bowl', 'Occurrence': 99, 'Average Accuracy': 61.313131313131315}]","{'Container': 'bowl', 'Accuracy': 63}","{'bowl': {'Top Accuracy': 76, 'Occurrence': 99}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},{},"{'pan': [93, 93, 93, 93, 92, 93, 94, 93, 94, 94, 94, 94, 94, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 92, 93, 92, 92, 91, 92, 92, 90, 89, 91, 86, 89, 90, 90, 89, 78, 89, 90, 91, 91, 90, 90, 90, 88, 90, 90, 90, 91, 91, 91, 91, 91, 92, 94, 95, 89, 54, 50, 49, 47], 'dining table': [47, 48, 51, 53, 49, 48, 51, 56, 53], 'whisk': [58, 50], 'toilet': [55, 66, 66], 'laptop': [54, 56, 62, 60, 61], 'turner': [48]}"
Homemade Big Massive Burger,https://tasty.co/recipe/homemade-big-massive-burger,279.0,"[{'Cutlery': 'person', 'Accuracy': 57}]","[{'Cutlery': 'person', 'Occurrence': 75, 'Average Accuracy': 55.4}]","{'Cutlery': 'person', 'Accuracy': 56}","{'person': {'Top Accuracy': 57, 'Occurrence': 75}}","{'Container': 'bowl', 'Accuracy': 84}","[{'Container': 'bowl', 'Occurrence': 23, 'Average Accuracy': 68.43478260869566}]","{'Container': 'bowl', 'Accuracy': 67}","{'bowl': {'Top Accuracy': 84, 'Occurrence': 23}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 55, 'Occurrences': 8}, 'sandwich': {'Top Accuracy': 59, 'Occurrences': 12}}","{'laptop': [47], 'turner': [49, 51], 'tv': [63], 'cat': [48, 50], 'sports ball': [53, 55, 54, 54, 54], 'dining table': [49, 49, 49, 49, 49]}"
Original Orange Chicken By Panda Express ,https://tasty.co/recipe/original-orange-chicken-by-panda-express,269.0,"[{'Cutlery': 'person', 'Accuracy': 93}]","[{'Cutlery': 'person', 'Occurrence': 72, 'Average Accuracy': 89.375}]","{'Cutlery': 'person', 'Accuracy': 91}","{'person': {'Top Accuracy': 93, 'Occurrence': 72}}","{'Container': 'bowl', 'Accuracy': 54}","[{'Container': 'bowl', 'Occurrence': 1, 'Average Accuracy': 54.0}]","{'Container': 'bowl', 'Accuracy': 54}","{'bowl': {'Top Accuracy': 54, 'Occurrence': 1}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'donut': {'Top Accuracy': 55, 'Occurrences': 1}}","{'silicone-spatula': [50, 49, 49, 50, 51, 50, 50, 49, 48, 49, 49, 49, 48, 48], 'turner': [50, 53, 49, 51, 53, 54, 60, 58, 56], 'teddy bear': [51]}"
Brats In A Blanket With Beer Mustard Cheese Sauce,https://tasty.co/recipe/brats-in-a-blanket-with-beer-mustard-cheese-sauce,275.0,"[{'Cutlery': 'spoon', 'Accuracy': 48}]","[{'Cutlery': 'spoon', 'Occurrence': 1, 'Average Accuracy': 48.0}]","{'Cutlery': 'spoon', 'Accuracy': 48}","{'spoon': {'Top Accuracy': 48, 'Occurrence': 1}}","{'Container': 'bowl', 'Accuracy': 70}","[{'Container': 'bowl', 'Occurrence': 177, 'Average Accuracy': 55.86440677966102}]","{'Container': 'bowl', 'Accuracy': 59}","{'bowl': {'Top Accuracy': 70, 'Occurrence': 177}, 'plate': {'Top Accuracy': 48, 'Occurrence': 1}}","{'Glass': 'cup', 'Accuracy': 48}","[{'Glass': 'cup', 'Occurrence': 1, 'Average Accuracy': 48.0}]","{'Glass': 'cup', 'Accuracy': 48}","{'cup': {'Top Accuracy': 48, 'Occurrence': 1}}","{'cake': {'Top Accuracy': 57, 'Occurrences': 26}, 'donut': {'Top Accuracy': 73, 'Occurrences': 9}}","{'dining table': [59, 57, 58, 59, 56, 53, 50, 49, 49, 51, 50, 50, 49, 51, 51, 50, 51, 52, 49, 48, 49, 51, 48, 47, 47, 51, 57, 58, 56, 55, 56, 56, 54, 54, 54, 52, 53, 52, 53, 53], 'frisbee': [57, 56, 63, 52, 55, 47, 48, 54, 57, 55, 57, 60, 55, 52, 48, 48, 49, 49, 56, 50, 65, 59, 59, 56, 64, 59, 54, 48], 'pinch-bowl': [74, 73, 71, 64, 53, 47, 50, 55, 58, 61, 62, 62, 64, 63, 61, 60, 60, 60, 60, 60, 58, 58, 59, 57, 57, 54, 58, 57, 57, 56, 59, 60, 63, 66, 66, 66, 65, 65, 64, 63, 63, 62, 62], 'toilet': [50, 57, 55, 66, 54], 'measuring-cup': [48, 51, 48, 52, 50, 50, 47]}"
Pretzels And Beer Cheese Spread,https://tasty.co/recipe/pretzels-and-beer-cheese-spread,270.0,"[{'Cutlery': 'person', 'Accuracy': 76}]","[{'Cutlery': 'person', 'Occurrence': 11, 'Average Accuracy': 61.63636363636363}]","{'Cutlery': 'person', 'Accuracy': 50}","{'person': {'Top Accuracy': 76, 'Occurrence': 11}}","{'Container': 'bowl', 'Accuracy': 82}","[{'Container': 'bowl', 'Occurrence': 117, 'Average Accuracy': 65.4957264957265}]","{'Container': 'bowl', 'Accuracy': 63}","{'bowl': {'Top Accuracy': 82, 'Occurrence': 117}, 'plate': {'Top Accuracy': 54, 'Occurrence': 5}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},{},"{'blender': [47, 49, 47, 47], 'food-container': [57, 63]}"
Baked Delicata Squash Rings With Honey Mustard Dipping Sauce,https://tasty.co/recipe/baked-delicata-squash-rings-with-honey-mustard-dipping-sauce,268.0,"[{'Cutlery': 'person', 'Accuracy': 53}]","[{'Cutlery': 'person', 'Occurrence': 6, 'Average Accuracy': 50.0}]","{'Cutlery': 'person', 'Accuracy': 48}","{'person': {'Top Accuracy': 53, 'Occurrence': 6}}","{'Container': 'bowl', 'Accuracy': 65}","[{'Container': 'bowl', 'Occurrence': 31, 'Average Accuracy': 56.45161290322581}]","{'Container': 'bowl', 'Accuracy': 58}","{'bowl': {'Top Accuracy': 65, 'Occurrence': 31}, 'plate': {'Top Accuracy': 50, 'Occurrence': 6}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'donut': {'Top Accuracy': 71, 'Occurrences': 15}, 'cake': {'Top Accuracy': 53, 'Occurrences': 11}}","{'sieve': [54, 49, 51, 61, 48, 49, 61, 48, 50, 47, 50, 50, 50, 57, 59, 50, 52, 56, 62, 55, 65, 57, 63, 60, 58, 66, 68, 70, 78, 79, 79, 80, 80, 77, 71, 62], 'silicone-spatula': [49, 54, 48], 'whisk': [48, 53, 53, 58, 60, 62, 63, 63, 64, 62, 59, 62, 60, 59, 58, 55], 'skimmer': [54], 'measuring-cup': [51, 51], 'teddy bear': [67, 61, 48, 50, 48, 54, 59, 58, 55, 58, 59, 61, 59]}"
Berry French Toast Cups,https://tasty.co/recipe/berry-french-toast-cups,286.0,"[{'Cutlery': 'person', 'Accuracy': 66}]","[{'Cutlery': 'person', 'Occurrence': 22, 'Average Accuracy': 51.5}]","{'Cutlery': 'person', 'Accuracy': 53}","{'spoon': {'Top Accuracy': 53, 'Occurrence': 1}, 'person': {'Top Accuracy': 66, 'Occurrence': 22}}","{'Container': 'plate', 'Accuracy': 80}","[{'Container': 'bowl', 'Occurrence': 135, 'Average Accuracy': 61.81481481481482}]","{'Container': 'plate', 'Accuracy': 77}","{'bowl': {'Top Accuracy': 70, 'Occurrence': 135}, 'plate': {'Top Accuracy': 80, 'Occurrence': 20}}","{'Glass': 'cup', 'Accuracy': 47}","[{'Glass': 'cup', 'Occurrence': 1, 'Average Accuracy': 47.0}]","{'Glass': 'cup', 'Accuracy': 47}","{'cup': {'Top Accuracy': 47, 'Occurrence': 1}}","{'cake': {'Top Accuracy': 76, 'Occurrences': 55}, 'donut': {'Top Accuracy': 60, 'Occurrences': 17}}","{'food-container': [50, 49, 48, 48, 47, 51, 50, 49, 49, 49, 52, 51, 52, 49, 53, 53, 54, 58, 60, 61, 62, 61], 'dining table': [47, 48, 53, 56, 55, 54, 54, 54, 51, 55, 51, 49, 50, 48, 50], 'baseball glove': [55], 'silicone-spatula': [52, 49]}"
Shrimp Kale Caesar Salad,https://tasty.co/recipe/shrimp-kale-caesar-salad,272.0,"[{'Cutlery': None, 'Accuracy': -1}]","[{'Cutlery': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Container': 'bowl', 'Accuracy': 59}","[{'Container': 'bowl', 'Occurrence': 57, 'Average Accuracy': 54.21052631578947}]","{'Container': 'bowl', 'Accuracy': 59}","{'bowl': {'Top Accuracy': 59, 'Occurrence': 57}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'donut': {'Top Accuracy': 57, 'Occurrences': 3}}","{'refrigerator': [49], 'laptop': [49, 47], 'umbrella': [53], 'kite': [47, 51, 56, 48], 'turner': [48, 50]}"
No-Fuss Breakfast Bake,https://tasty.co/recipe/no-fuss-breakfast-strata,273.0,"[{'Cutlery': 'fork', 'Accuracy': 48}]","[{'Cutlery': 'fork', 'Occurrence': 2, 'Average Accuracy': 47.5}]","{'Cutlery': 'fork', 'Accuracy': 48}","{'fork': {'Top Accuracy': 48, 'Occurrence': 2}}","{'Container': 'bowl', 'Accuracy': 70}","[{'Container': 'bowl', 'Occurrence': 12, 'Average Accuracy': 57.75}]","{'Container': 'bowl', 'Accuracy': 55}","{'bowl': {'Top Accuracy': 70, 'Occurrence': 12}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 53, 'Occurrences': 2}, 'broccoli': {'Top Accuracy': 48, 'Occurrences': 3}}","{'skimmer': [55, 47, 54, 54, 55, 51, 52, 65, 48, 48], 'turner': [50, 51, 52, 63, 67, 60, 63, 52, 50], 'tongs': [48, 50, 56, 50, 66, 54, 62, 52, 54], 'whisk': [48], 'silicone-spatula': [54], 'bear': [56, 60], 'blender': [47], 'vase': [50, 50, 50]}"
Garlic And Herb Leg Of Lamb With Potatoes,https://tasty.co/recipe/garlic-and-herb-leg-of-lamb-with-potatoes,274.0,"[{'Cutlery': 'fork', 'Accuracy': 62}]","[{'Cutlery': 'fork', 'Occurrence': 20, 'Average Accuracy': 52.95}]","{'Cutlery': 'fork', 'Accuracy': 56}","{'person': {'Top Accuracy': 51, 'Occurrence': 4}, 'fork': {'Top Accuracy': 62, 'Occurrence': 20}}","{'Container': 'bowl', 'Accuracy': 55}","[{'Container': 'bowl', 'Occurrence': 9, 'Average Accuracy': 54.111111111111114}]","{'Container': 'bowl', 'Accuracy': 54}","{'bowl': {'Top Accuracy': 55, 'Occurrence': 9}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'donut': {'Top Accuracy': 61, 'Occurrences': 9}}","{'kite': [57], 'vase': [56, 47], 'measuring-cup': [54, 63, 51, 51], 'tennis racket': [49, 48, 56], 'tongs': [53], 'cell phone': [51, 48], 'remote': [51, 51, 51], 'teddy bear': [47, 48, 47, 47, 47, 47, 47]}"
Easy Foil-Pack Lemon And Rosemary Chicken Dinner,https://tasty.co/recipe/easy-foil-pack-lemon-and-rosemary-chicken-dinner,282.0,"[{'Cutlery': 'person', 'Accuracy': 75}]","[{'Cutlery': 'person', 'Occurrence': 23, 'Average Accuracy': 55.78260869565217}]","{'Cutlery': 'person', 'Accuracy': 60}","{'person': {'Top Accuracy': 75, 'Occurrence': 23}, 'knife': {'Top Accuracy': 47, 'Occurrence': 1}}","{'Container': 'plate', 'Accuracy': 80}","[{'Container': 'plate', 'Occurrence': 19, 'Average Accuracy': 69.26315789473684}]","{'Container': 'plate', 'Accuracy': 73}","{'plate': {'Top Accuracy': 80, 'Occurrence': 19}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 65, 'Occurrences': 2}}","{'baking-sheet': [62, 56, 54, 59, 57, 56, 56, 52, 55, 60], 'clock': [52, 49, 49], 'whisk': [47, 52, 55, 49, 54, 49, 52, 47], 'frisbee': [51, 48, 55, 47]}"
